GENESIS-Tabelle: 21111-9k21
Kommunalprofil: Schulen, Schüler/-innen,;;;;;;;;;;;;;;;;;;
Schulabgänger/-innen und Lehrkräfte an allgemeinbildende;;;;;;;;;;;;;;;;;;
Schulen;;;;;;;;;;;;;;;;;;
Statistik der allgemeinbildenden Schulen;;;;;;;;;;;;;;;;;;
;;;;;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform
;;;;;Insgesamt;Grundschulen;Hauptschulen;Volksschulen;Förderschulen Grund-/Hauptschulen;Förderschulen Realschulen/Gymnasien;Realschulen;PRIMUS-Schulen;Sekundarschulen;Gesamtschulen;Gemeinschaftsschulen;Freie Waldorfschulen;Gymnasien;Weiterbildungskollegs
      Rheinbach, Stadt;2021/22;Schulen;Insgesamt;Anzahl;8;5;-;-;-;-;-;-;-;1;-;-;2;-
      Rheinbach, Stadt;2020/21;Schulen;Insgesamt;Anzahl;8;5;-;-;-;-;-;-;-;1;-;-;2;-
      Rheinbach, Stadt;2019/20;Schulen;Insgesamt;Anzahl;8;5;-;-;-;-;-;-;-;1;-;-;2;-
      Rheinbach, Stadt;2018/19;Schulen;Insgesamt;Anzahl;10;5;1;-;-;-;1;-;-;1;-;-;2;-
      Rheinbach, Stadt;2017/18;Schulen;Insgesamt;Anzahl;10;5;1;-;-;-;1;-;-;1;-;-;2;-
      Rheinbach, Stadt;2016/17;Schulen;Insgesamt;Anzahl;10;5;1;-;-;-;1;-;-;1;-;-;2;-
      Rheinbach, Stadt;2015/16;Schulen;Insgesamt;Anzahl;12;5;1;-;1;-;1;-;-;1;-;-;3;-
      Rheinbach, Stadt;2014/15;Schulen;Insgesamt;Anzahl;12;5;1;-;1;-;1;-;-;1;-;-;3;-
      Rheinbach, Stadt;2013/14;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2012/13;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2011/12;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2010/11;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2009/10;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2008/09;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2007/08;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2006/07;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2005/06;Schulen;Insgesamt;Anzahl;11;5;1;-;1;-;1;-;-;-;-;-;3;-
      Rheinbach, Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;3870;1010;-;-;-;-;-;-;-;1090;-;-;1775;-
      Rheinbach, Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;3790;940;-;-;-;-;-;-;-;1045;-;-;1800;-
      Rheinbach, Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;3870;1035;-;-;-;-;-;-;-;995;-;-;1840;-
      Rheinbach, Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;3830;1035;-;-;-;-;-;-;-;915;-;-;1875;-
      Rheinbach, Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;3880;1060;50;-;-;-;90;-;-;760;-;-;1920;-
      Rheinbach, Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;3951;1127;111;-;-;-;180;-;-;594;-;-;1939;-
      Rheinbach, Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;3959;1063;147;-;-;-;284;-;-;435;-;-;2030;-
      Rheinbach, Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;4085;1042;215;-;15;-;389;-;-;302;-;-;2122;-
      Rheinbach, Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;4213;992;239;-;40;-;497;-;-;160;-;-;2285;-
      Rheinbach, Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;4296;966;284;-;55;-;603;-;-;-;-;-;2388;-
      Rheinbach, Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;4701;1021;310;-;79;-;602;-;-;-;-;-;2689;-
      Rheinbach, Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;4842;1036;324;-;92;-;589;-;-;-;-;-;2801;-
      Rheinbach, Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;4948;1069;372;-;98;-;588;-;-;-;-;-;2821;-
      Rheinbach, Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;4989;1070;389;-;97;-;586;-;-;-;-;-;2847;-
      Rheinbach, Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;5053;1079;451;-;99;-;601;-;-;-;-;-;2823;-
      Rheinbach, Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;5114;1113;507;-;109;-;602;-;-;-;-;-;2783;-
      Rheinbach, Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;5122;1088;548;-;104;-;589;-;-;-;-;-;2793;-
